name,scenario,nodes,workers,messages,messagesinsystem,minmessage,maxmessage,ops,wbytes,rbytes,deletes,duration,opspersec
h1_59,0,1,60,1000000,1000,5900,6000,1000000,5949476709,0,0,130281,7675.7
h1_60,0,1,60,1000000,1000,6000,6100,1000000,6049528232,0,0,125109,7993.0
h1_01,0,1,60,1000000,1000,100,200,1000000,149507899,0,0,14786,67631.5
h1_02,0,1,60,1000000,1000,200,300,1000000,249541118,0,0,13503,74057.6
h1_03,0,1,60,1000000,1000,300,400,1000000,349508780,0,0,13651,73254.7
h1_04,0,1,60,1000000,1000,400,500,1000000,449472424,0,0,13273,75340.9
h1_05,0,1,60,1000000,1000,500,600,1000000,549536635,0,0,10978,91091.3
h1_06,0,1,60,1000000,1000,600,700,1000000,649491624,0,0,10554,94750.8
h1_07,0,1,60,1000000,1000,700,800,1000000,749512869,0,0,12971,77095.1
h1_08,0,1,60,1000000,1000,800,900,1000000,849474423,0,0,12155,82270.7
h1_09,0,1,60,1000000,1000,900,1000,1000000,949472610,0,0,12740,78492.9
h1_10,0,1,60,1000000,1000,1000,1100,1000000,1049475322,0,0,12974,77077.2
h1_11,0,1,60,1000000,1000,1100,1200,1000000,1149470833,0,0,14004,71408.2
h1_12,0,1,60,1000000,1000,1200,1300,1000000,1249499757,0,0,63169,15830.5
h1_13,0,1,60,1000000,1000,1300,1400,1000000,1349491521,0,0,67664,14778.9
h1_14,0,1,60,1000000,1000,1400,1500,1000000,1449509375,0,0,68610,14575.1
h1_15,0,1,60,1000000,1000,1500,1600,1000000,1549437962,0,0,69229,14444.8
h1_16,0,1,60,1000000,1000,1600,1700,1000000,1649466088,0,0,68603,14576.6
h1_17,0,1,60,1000000,1000,1700,1800,1000000,1749525737,0,0,70215,14242.0
h1_18,0,1,60,1000000,1000,1800,1900,1000000,1849497976,0,0,71653,13956.1
h1_19,0,1,60,1000000,1000,1900,2000,1000000,1949492659,0,0,71668,13953.2
h1_20,0,1,60,1000000,1000,2000,2100,1000000,2049453517,0,0,74826,13364.3
h1_21,0,1,60,1000000,1000,2100,2200,1000000,2149503537,0,0,73443,13616.0
h1_22,0,1,60,1000000,1000,2200,2300,1000000,2249446164,0,0,77029,12982.1
h1_23,0,1,60,1000000,1000,2300,2400,1000000,2349492172,0,0,77161,12959.9
h1_24,0,1,60,1000000,1000,2400,2500,1000000,2449469574,0,0,77881,12840.1
h1_25,0,1,60,1000000,1000,2500,2600,1000000,2549492638,0,0,78306,12770.4
h1_26,0,1,60,1000000,1000,2600,2700,1000000,2649435150,0,0,77828,12848.8
h1_27,0,1,60,1000000,1000,2700,2800,1000000,2749490702,0,0,82862,12068.3
h1_28,0,1,60,1000000,1000,2800,2900,1000000,2849493695,0,0,80592,12408.2
h1_29,0,1,60,1000000,1000,2900,3000,1000000,2949512527,0,0,87178,11470.8
h1_30,0,1,60,1000000,1000,3000,3100,1000000,3049506896,0,0,82702,12091.6
h1_31,0,1,60,1000000,1000,3100,3200,1000000,3149491980,0,0,86825,11517.4
h1_32,0,1,60,1000000,1000,3200,3300,1000000,3249468789,0,0,85658,11674.3
h1_33,0,1,60,1000000,1000,3300,3400,1000000,3349470104,0,0,82122,12177.0
h1_34,0,1,60,1000000,1000,3400,3500,1000000,3449525295,0,0,84827,11788.7
h1_35,0,1,60,1000000,1000,3500,3600,1000000,3549562449,0,0,89505,11172.6
h1_36,0,1,60,1000000,1000,3600,3700,1000000,3649475600,0,0,91637,10912.6
h1_37,0,1,60,1000000,1000,3700,3800,1000000,3749551619,0,0,90305,11073.6
h1_38,0,1,60,1000000,1000,3800,3900,1000000,3849444347,0,0,92804,10775.4
h1_39,0,1,60,1000000,1000,3900,4000,1000000,3949474921,0,0,90972,10992.4
h1_40,0,1,60,1000000,1000,4000,4100,1000000,4049456614,0,0,91861,10886.0
h1_41,0,1,60,1000000,1000,4100,4200,1000000,4149520912,0,0,105929,9440.3
h1_42,0,1,60,1000000,1000,4200,4300,1000000,4249513338,0,0,94920,10535.2
h1_43,0,1,60,1000000,1000,4300,4400,1000000,4349491570,0,0,99680,10032.1
h1_44,0,1,60,1000000,1000,4400,4500,1000000,4449447892,0,0,96563,10355.9
h1_45,0,1,60,1000000,1000,4500,4600,1000000,4549520817,0,0,100858,9914.9
h1_46,0,1,60,1000000,1000,4600,4700,1000000,4649489606,0,0,101994,9804.5
h1_47,0,1,60,1000000,1000,4700,4800,1000000,4749526975,0,0,99227,10077.9
h1_48,0,1,60,1000000,1000,4800,4900,1000000,4849539343,0,0,113640,8799.7
h1_49,0,1,60,1000000,1000,4900,4000,1000000,4450523236,0,0,106012,9432.9
h1_50,0,1,60,1000000,1000,5000,5100,1000000,5049465393,0,0,111036,9006.1
h1_51,0,1,60,1000000,1000,5100,5200,1000000,5149462279,0,0,115953,8624.2
h1_52,0,1,60,1000000,1000,5200,5300,1000000,5249489367,0,0,106870,9357.2
h1_53,0,1,60,1000000,1000,5300,5400,1000000,5349507437,0,0,112596,8881.3
h1_54,0,1,60,1000000,1000,5400,5500,1000000,5449512301,0,0,115840,8632.6
h1_55,0,1,60,1000000,1000,5500,5600,1000000,5549483137,0,0,129382,7729.1
h1_56,0,1,60,1000000,1000,5600,5700,1000000,5649438745,0,0,111364,8979.6
h1_57,0,1,60,1000000,1000,5700,5800,1000000,5749521648,0,0,124888,8007.2
h1_58,0,1,60,1000000,1000,5800,5900,1000000,5849500117,0,0,114049,8768.2
h1_59,0,1,60,1000000,1000,5900,6000,1000000,5949477727,0,0,113305,8825.7
h1_60,0,1,60,1000000,1000,6000,6100,1000000,6049499181,0,0,136405,7331.1
