name,scenario,nodes,workers,messages,messagesinsystem,minmessage,maxmessage,ops,wbytes,rbytes,deletes,duration,opspersec
h1_44,1,2,60,1000000,1000,4400,4500,6000000,17797988252,8900994126,0,100338,59797.9
h1_45,1,2,60,1000000,1000,4500,4600,6000000,18197992562,9100996281,0,101849,58910.7
h1_46,1,2,60,1000000,1000,4600,4700,6000000,18597933920,9300966960,0,102140,58742.9
h1_47,1,2,60,1000000,1000,4700,4800,6000000,18997993524,9500996762,0,102556,58504.6
h1_48,1,2,60,1000000,1000,4800,4900,6000000,19397851778,9700925889,0,104594,57364.7
h1_49,1,2,60,1000000,1000,4900,4000,6000000,17801781058,8902890529,0,100026,59984.4
h1_50,1,2,60,1000000,1000,5000,5100,6000000,20197963582,10100981791,0,105386,56933.6
h1_51,1,2,60,1000000,1000,5100,5200,6000000,20597976048,10300988024,0,105745,56740.3
h1_52,1,2,60,1000000,1000,5200,5300,6000000,20997956538,10500978269,0,106779,56190.8
h1_53,1,2,60,1000000,1000,5300,5400,6000000,21397950014,10700975007,0,107658,55732.0
h1_54,1,2,60,1000000,1000,5400,5500,6000000,21797954896,10900977448,0,107559,55783.3
h1_55,1,2,60,1000000,1000,5500,5600,6000000,22198061086,11101030543,0,108759,55167.8
h1_56,1,2,60,1000000,1000,5600,5700,6000000,22598004292,11301002146,0,108319,55391.9
h1_57,1,2,60,1000000,1000,5700,5800,6000000,22998019504,11501009752,0,108713,55191.2
h1_58,1,2,60,1000000,1000,5800,5900,6000000,23397962106,11700981053,0,110364,54365.6
h1_59,1,2,60,1000000,1000,5900,5000,6000000,21801489686,10902744843,0,106602,56284.1
h1_60,1,2,60,1000000,1000,6000,6100,6000000,24197962856,12100981428,0,110326,54384.3
