System.TransactionMsg,7,1,7,4000,1000,20150105,100100000,1,D
System.TransactionMsg,7,1,7,900,100,20150106,100100000,1,D
System.TransactionMsg,7,1,7,10,90,20150107,100100000,1,D
System.TransactionMsg,7,1,7,10,80,20150108,100100000,1,D
System.TransactionMsg,7,1,7,30,50,20150109,100100000,1,D
System.TransactionMsg,7,1,7,10,40,20150110,100100000,1,D
System.TransactionMsg,8,1,8,10000,10000,20150101,100100000,1,C
System.TransactionMsg,8,1,8,10000,20000,20150102,100100000,1,C
System.TransactionMsg,8,1,8,10000,10000,20150103,100100000,1,D
System.TransactionMsg,8,1,8,5000,5000,20150104,100100000,1,D
System.TransactionMsg,8,1,8,4000,1000,20150105,100100000,1,D
System.TransactionMsg,8,1,8,900,100,20150106,100100000,1,D
System.TransactionMsg,8,1,8,10,90,20150107,100100000,1,D
System.TransactionMsg,8,1,8,10,80,20150108,100100000,1,D
System.TransactionMsg,8,1,8,30,50,20150109,100100000,1,D
System.TransactionMsg,8,1,8,10,40,20150110,100100000,1,D
System.TransactionMsg,9,1,9,10000,10000,20150101,100100000,1,C
System.TransactionMsg,9,1,9,10000,20000,20150102,100100000,1,C
System.TransactionMsg,9,1,9,10000,10000,20150103,100100000,1,D
System.TransactionMsg,9,1,9,5000,5000,20150104,100100000,1,D
System.TransactionMsg,9,1,9,4000,1000,20150105,100100000,1,D
System.TransactionMsg,9,1,9,900,100,20150106,100100000,1,D
System.TransactionMsg,9,1,9,10,90,20150107,100100000,1,D
System.TransactionMsg,9,1,9,10,80,20150108,100100000,1,D
System.TransactionMsg,9,1,9,30,50,20150109,100100000,1,D
System.TransactionMsg,9,1,9,10,40,20150110,100100000,1,D
